img_id;location;lat;lon;alt;loc_precision;_index;_parent_index;type_ad;public_transport;marketing_str;marketing_str_desc;prem_offer;prem_offer_desc;nr_food;Naam voedingsmiddel;brand;who_cat;UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;comments
1658744286640.jpg;51.0480388 3.7285613 75.1 2.32;510.480.388;37.285.613;75.1;2.32;652;32;6;N;;;;;3;Quiche;Soep plus;9;4;ND;;
1658744286640.jpg;51.0480388 3.7285613 75.1 2.32;510.480.388;37.285.613;75.1;2.32;652;32;6;N;;;;;4;Dessert;Soep plus;1;4;13;E;
1658744646081.jpg;51.0480412 3.7312361 59.6 1.733;510.480.412;37.312.361;59.6;1.733;653;32;9;Y;;;;;;;Carlsberg;A;5;A;;
1658744663079.jpg;51.0479991 3.7314052 61.0 1.683;510.479.991;37.314.052;61;1.683;654;32;6;Y;;;8;Korting;;Barbeque meat lovers pizza;Pizza hut;9;4;13;E;
1658744701319.jpg;51.0479385 3.7316283 60.0 2.24;510.479.385;37.316.283;60;2.24;655;32;1;Y;7;Tomorrowland;1;Ervaar de magie ;;Coca-cola zero;Coca-cola ;4d;4;1;C;
1658744711470.jpg;51.0479433 3.731632 59.300000000000004 1.74;510.479.433;3.731.632;59.300.000.000.000.000;1.74;656;32;1;Y;7;Tomorrowland;1;Ervaar de magie ;;Coca-cola zero;Coca-cola ;4d;4;1;C;
1658744805444.jpg;51.0481465 3.7310409 58.0 1.866;510.481.465;37.310.409;58;1.866;657;32;1;Y;7;Tomorrowland;1;Ervaar de magie ;;Coca-cola zero;Coca-cola ;4d;4;1;C;
1658744831859.jpg;51.0482905 3.7309571 53.800000000000004 2.05;510.482.905;37.309.571;53.800.000.000.000.000;2.05;658;32;9;Y;;;;;;;Carlsberg;A;5;A;;
1658744859241.jpg;51.0482623 3.7306475 55.400000000000006 2.05;510.482.623;37.306.475;55.400.000.000.000.000;2.05;659;32;7;N;;;;;1;;Brasserie ï¿½ï¿½ï;NA;;NA;;
1658744859241.jpg;51.0482623 3.7306475 55.400000000000006 2.05;510.482.623;37.306.475;55.400.000.000.000.000;2.05;659;32;9;N;;;;;2;;Duvel;A;5;A;;
1658744886499.jpg;51.0482546 3.7304011 59.400000000000006 1.86;510.482.546;37.304.011;59.400.000.000.000.000;1.86;660;32;7;N;;;;;1;;Brasserie ï¿½ï¿½ï;NA;;NA;;
1658744886499.jpg;51.0482546 3.7304011 59.400000000000006 1.86;510.482.546;37.304.011;59.400.000.000.000.000;1.86;660;32;9;N;;;;;2;;Maes;A;5;A;;
1658744914109.jpg;51.0481983 3.7301084 57.800000000000004 2.083;510.481.983;37.301.084;57.800.000.000.000.000;2.083;661;32;6;N;;;;;;Salades;Foodmaker;15;1;ND;;
1658744980614.jpg;51.0483203 3.7292012 60.0 2.22;510.483.203;37.292.012;60;2.22;662;32;7;N;;;;;;Burgers;Barvatar;NA;;NA;;
1658744993893.jpg;51.04832 3.7291893 64.0 2.26;5.104.832;37.291.893;64;2.26;663;32;7;N;;;;;;Burgers;Barvatar;NA;;NA;;
1658745030556.jpg;51.0488311 3.7290247 82.0 2.0;510.488.311;37.290.247;82;2;664;32;4;N;;;;;;Thee;Holland & barrett;4e;1;1;F;
1658127324685.jpg;51.1228566 4.1975941 63.0 1.583;511.228.566;41.975.941;63;1.583;665;33;5;N;;;;;;Slagerij;Finesse;NA;;NA;;
1658127385524.jpg;51.1223636 4.1979328 56.699999999999996 1.45;511.223.636;41.979.328;56.699.999.999.999.900;1.45;666;33;4;N;;;;;;Brood;Bolsens;11;3;4;A;
1658127385524.jpg;51.1223636 4.1979328 56.699999999999996 1.45;511.223.636;41.979.328;56.699.999.999.999.900;1.45;666;33;4;N;;;;;;Banket;;2;4;13;E;
1658760321437.jpg;50.8863797 4.3111238 114.5 1.6;508.863.797;43.111.238;114.5;1.6;667;34;1;Y;11;Made of fusion;;;;Infused black tea, peach hibiscus, low in calories;Fuzetea;4d;4;1;C;
1658760421540.jpg;50.8864753 4.3109807 114.7 1.433;508.864.753;43.109.807;114.7;1.433;668;34;9;Y;11;Together we enjoy;;;;Aperol Spritz;Aperol Spritz;A;5;A;;
1658760456054.jpg;50.886475 4.3109817 114.7 1.42;50.886.475;43.109.817;114.7;1.42;669;34;1;Y;;;;;;Orange, grapefruit, cola lemon;Ritchie;4d;4;1;E;
1658760534237.jpg;50.8866538 4.3113313 115.3 1.6;508.866.538;43.113.313;115.3;1.6;670;34;9;Y;;;;;;;Carlsberg;A;5;A;;
1658760576927.jpg;50.8863778 4.3116341 111.1 1.56;508.863.778;43.116.341;111.1;1.56;671;34;6;Y;;;8;Korting;;Barbeque meat lovers pizza;Pizza hut;9;4;13;E;
1658760646663.jpg;50.8866531 4.3114347 105.19999999999999 2.12;508.866.531;43.114.347;10.519.999.999.999.900;2.12;672;34;6;Y;;;8;Korting;;Barbeque meat lovers pizza;Pizza hut;9;4;13;E;
1658760662320.jpg;50.8866917 4.31144 106.19999999999999 1.62;508.866.917;431.144;10.619.999.999.999.900;1.62;673;34;6;Y;;;8;Korting;;Barbeque meat lovers pizza;Pizza hut;9;4;13;E;
1658761359618.jpg;50.885698 4.308865 119.7 1.45;50.885.698;4.308.865;119.7;1.45;674;34;1;Y;;;1, 2;Scan en win prijzen;;Lime ;Sprite;4d;4;1;E;
1658761377911.jpg;50.8857167 4.3089068 119.3 1.5;508.857.167;43.089.068;119.3;1.5;675;34;9;Y;11;Together we enjoy;;;;Aperol Spritz;Aperol Spritz;A;5;A;;
1658761396723.jpg;50.8857167 4.3089567 117.39999999999999 1.383;508.857.167;43.089.567;11.739.999.999.999.900;1.383;676;34;1;Y;;;;;;Orange, grapefruit, cola lemon;Ritchie;4d;4;1;E;
1658761415975.jpg;50.885705 4.30901 116.2 1.24;50.885.705;430.901;116.2;1.24;677;34;1;Y;;;;;;Spa fruit: mango grapefruit, lemon cactus, strawberry lemon;Spa ;4d;4;1;E;
1658832346319.jpg;51.012218 4.4837296 65.69999999999999 1.64;51.012.218;44.837.296;6.569.999.999.999.990;1.64;678;35;7;N;;;;;;Belegde broodjes;Butterfly;NA;;NA;;
1658832568187.jpg;51.0141299 4.4828759 61.199999999999996 1.56;510.141.299;44.828.759;61.199.999.999.999.900;1.56;679;35;9;Y;;;;;;Dry gin;Filliers;A;5;A;;
1658832577683.jpg;51.014137 4.4828707 60.9 1.4;51.014.137;44.828.707;60.9;1.4;680;35;1;Y;;;;;;Pomelo & Nepalese berry;Schweppes ;4d;4;1;E;
1658833165766.jpg;51.0144013 4.4826742 60.599999999999994 1.666;510.144.013;44.826.742;60.599.999.999.999.900;1.666;681;35;1;Y;11;Made of fusion;;;;Infused green tea, mango, chamomile, low in calories;Fuzetea;4d;4;1;C;
1658833174771.jpg;51.0143851 4.4826715 60.699999999999996 1.45;510.143.851;44.826.715;60.699.999.999.999.900;1.45;682;35;9;Y;1;Kabouter;;;;;La Chouffe;A;5;A;;
1658833242731.jpg;51.0139817 4.4834852 50.4 1.7;510.139.817;44.834.852;50.4;1.7;683;35;7;N;;;;;;Belegde broodjes;t-bar ;NA;;NA;;
1658833481516.jpg;51.01311 4.4840222 58.199999999999996 1.7;5.101.311;44.840.222;58.199.999.999.999.900;1.7;684;35;7;N;;;;;1;;ýt kranske ;NA;;NA;;
1658833481516.jpg;51.01311 4.4840222 58.199999999999996 1.7;5.101.311;44.840.222;58.199.999.999.999.900;1.7;684;35;9;N;;;;;2;;Jupiler;A;5;A;;
1658833546720.jpg;51.0130513 4.4837545 61.099999999999994 1.6;510.130.513;44.837.545;61.099.999.999.999.900;1.6;685;35;5;N;;;;;;Brood;Kampioen;NA;;NA;;
1658836340562.jpg;51.0183231 4.4727645 60.8 4.5;510.183.231;44.727.645;60.8;4.5;686;35;5;N;;;;;;Brood;Broodautomaat;NA;;NA;;
1658841054415.jpg;51.0341666 4.4894175 53.199999999999996 1.666;510.341.666;44.894.175;53.199.999.999.999.900;1.666;687;35;9;N;;;;;;;Maes;A;5;A;;
1658332363822.jpg;50.9358789 5.3472233 88.7 1.65;509.358.789;53.472.233;88.7;1.65;688;36;1;Y;;;;;;Spa fruit: mango grapefruit, lemon cactus, strawberry lemon;Spa ;4d;4;1;E;
1658332379551.jpg;50.9358399 5.3473721 78.0 1.55;509.358.399;53.473.721;78;1.55;689;36;1;Y;;;1, 2;Scan en win prijzen;;Lime ;Sprite;4d;4;1;E;
1658332402648.jpg;50.9357494 5.3476014 71.5 1.616;509.357.494;53.476.014;71.5;1.616;690;36;1;Y;;;;;;Pomelo & Nepalese berry;Schweppes ;4d;4;1;E;
1658332414582.jpg;50.9357328 5.3476022 70.2 1.566;509.357.328;53.476.022;70.2;1.566;691;36;9;Y;;;;;;Dry gin;Filliers;A;5;A;;
1658332461492.jpg;50.9354112 5.347406 79.3 1.58;509.354.112;5.347.406;79.3;1.58;692;36;6;N;;;1;app menu;1;Hamburger, hotdog, worst;;9;4;13;E;
1658332461492.jpg;50.9354112 5.347406 79.3 1.58;509.354.112;5.347.406;79.3;1.58;692;36;6;N;;;;;2;;Coca-cola;4d;4;1;E;
1658332477574.jpg;50.9354008 5.3473434 80.0 1.6;509.354.008;53.473.434;80;1.6;693;36;6;N;;;1;app menu;1;"Hotdog, hamburger, braadworst; frikandel";;14;4;12;D;
1658332477574.jpg;50.9354008 5.3473434 80.0 1.6;509.354.008;53.473.434;80;1.6;693;36;6;N;;;;;2;Take away koffie;;4e;1;1;F;
1658332477574.jpg;50.9354008 5.3473434 80.0 1.6;509.354.008;53.473.434;80;1.6;693;36;6;N;;;;;3;;Monster;4c;4;1;E;
1658332491144.jpg;50.9354033 5.347335 79.0 1.883;509.354.033;5.347.335;79;1.883;694;36;6;N;;;1;app menu;;Take away koffie;;4e;1;1;F;
1658332503018.jpg;50.9353796 5.3473296 76.5 1.466;509.353.796;53.473.296;76.5;1.466;695;36;3;N;;;1;app menu;;;Coca-cola;NA;;NA;;
1658332522672.jpg;50.9353633 5.3473267 75.1 1.34;509.353.633;53.473.267;75.1;1.34;696;36;4;N;;;;;;;Coca-cola ;4d;4;1;E;
1658332595376.jpg;50.9353797 5.3472325 75.2 2.066;509.353.797;53.472.325;75.2;2.066;697;36;1;N;7;Tomorrowland;1;Ervaar de magie ;;Coca-cola zero;Coca-cola ;4d;4;1;C;
1658332734597.jpg;50.9347175 5.3473533 74.0 1.95;509.347.175;53.473.533;74;1.95;698;36;6;N;;;;;;Vers schep ijs ;;5;4;13;E;
1658332751500.jpg;50.9347167 5.3474232 75.7 1.46;509.347.167;53.474.232;75.7;1.46;699;36;6;N;;;;;;Vers schep ijs ;;5;4;13;E;
1658332870195.jpg;50.9344794 5.3470927 70.3 2.383;509.344.794;53.470.927;70.3;2.383;700;36;9;N;;;;;;Mangaroca batida de coco;Batida ;A;5;A;;
1658332890866.jpg;50.9344375 5.3470377 69.4 2.116;509.344.375;53.470.377;69.4;2.116;701;36;9;N;;;;;;;Smeets;A;5;A;;
1658332909415.jpg;50.9344433 5.346855 72.4 1.516;509.344.433;5.346.855;72.4;1.516;702;36;9;N;;;;;1;;Duvel;A;5;A;;
1658332909415.jpg;50.9344433 5.346855 72.4 1.516;509.344.433;5.346.855;72.4;1.516;702;36;6;N;;;;;2;Mosselen;Al vis;13;1;11;B;
1658332984627.jpg;50.934555 5.3467661 70.9 2.25;50.934.555;53.467.661;70.9;2.25;703;36;6;N;;;;;1;Vers schep ijs ;;5;4;13;E;
1658332984627.jpg;50.934555 5.3467661 70.9 2.25;50.934.555;53.467.661;70.9;2.25;703;36;9;N;;;;;2;;Smeets;A;5;A;;
1658332998413.jpg;50.9344979 5.3467715 73.8 1.74;509.344.979;53.467.715;73.8;1.74;704;36;9;N;;;;;1;;Smeets;A;5;A;;
1658332998413.jpg;50.9344979 5.3467715 73.8 1.74;509.344.979;53.467.715;73.8;1.74;704;36;6;N;;;;;2;Mosselen;Al vis;13;1;11;B;
1658333012273.jpg;50.9345566 5.3467412 75.2 2.08;509.345.566;53.467.412;75.2;2.08;705;36;6;N;;;;;;Vers schep ijs ;;5;4;13;E;
1658333289466.jpg;50.9340448 5.3472063 70.3 1.44;509.340.448;53.472.063;70.3;1.44;706;36;1;Y;11;Maak je snack kleurrijk;;;;Fanta zero;Fanta;4d;4;1;C;
1658333305016.jpg;50.9340332 5.3472516 70.0 1.433;509.340.332;53.472.516;70;1.433;707;36;1;Y;;;;;;Pomelo & Nepalese berry;Schweppes ;4d;4;1;E;
1658823746603.jpg;50.8825673 5.6718888 109.3 1.4;508.825.673;56.718.888;109.3;1.4;708;37;6;N;1;Broodje;;;;Belegde broodjes;;9;4;ND;;
1658824283878.jpg;50.8825533 5.6722783 116.4 1.44;508.825.533;56.722.783;116.4;1.44;709;37;3;N;;;;;;;McDonalds ;NA;;NA;;
1658824350637.jpg;50.8824946 5.6730682 114.7 1.433;508.824.946;56.730.682;114.7;1.433;710;37;9;N;1;Jupiler stier;;;;;Jupiler;A;5;A;;
1658824371274.jpg;50.8825117 5.67311 113.7 1.466;508.825.117;567.311;113.7;1.466;711;37;9;N;;;;;1;Lambic;Kriek;A;5;A;;
1658824371274.jpg;50.8825117 5.67311 113.7 1.466;508.825.117;567.311;113.7;1.466;711;37;6;N;1;Jupiler stier;;;2;0.0% bier;Jupiler;4d;4;13;E;Alcoholvrij
1658824371274.jpg;50.8825117 5.67311 113.7 1.466;508.825.117;567.311;113.7;1.466;711;37;9;N;1;Jupiler stier;;;3;;Jupiler;A;5;A;;
1658824371274.jpg;50.8825117 5.67311 113.7 1.466;508.825.117;567.311;113.7;1.466;711;37;9;N;;;;;4;;Mort subite;A;5;A;;
1658824388530.jpg;50.8825731 5.6732205 117.3 1.6;508.825.731;56.732.205;117.3;1.6;712;37;9;N;1;Brugse zot icoon;;;;;Brugse zot;A;5;A;;
1658824409727.jpg;50.8826298 5.6732021 116.2 2.18;508.826.298;56.732.021;116.2;2.18;713;37;9;N;1;Jupiler stier;;;;;Jupiler;A;5;A;;
1658824425545.jpg;50.8826631 5.673227 112.1 2.116;508.826.631;5.673.227;112.1;2.116;714;37;7;N;;;;;1;;De toerist;NA;;NA;;
1658824425545.jpg;50.8826631 5.673227 112.1 2.116;508.826.631;5.673.227;112.1;2.116;714;37;9;N;1;Jupiler stier;;;2;;Jupiler;A;5;A;;
1658824446417.jpg;50.8827154 5.673197 110.6 1.466;508.827.154;5.673.197;110.6;1.466;715;37;7;N;;;;;1;;De toerist;NA;;NA;;
1658824446417.jpg;50.8827154 5.673197 110.6 1.466;508.827.154;5.673.197;110.6;1.466;715;37;9;N;1;Jupiler stier;;;2;;Jupiler;A;5;A;;
1658824478516.jpg;50.8828332 5.673153 108.6 1.35;508.828.332;5.673.153;108.6;1.35;716;37;3;N;;;;;;Sauzen;La william;NA;;NA;;
1658824493242.jpg;50.8828367 5.6731567 108.5 1.36;508.828.367;56.731.567;108.5;1.36;717;37;7;N;;;;;;Friet;Swa & Yolanda;NA;;NA;;
1658824510249.jpg;50.8828556 5.6732187 109.9 1.4;508.828.556;56.732.187;109.9;1.4;718;37;3;N;;;;;;Sauzen;La william;NA;;NA;;
1658824542452.jpg;50.8829452 5.6731734 112.4 1.433;508.829.452;56.731.734;112.4;1.433;719;37;7;N;;;;;;Hamburgers  ;Swa & Yolanda;NA;;NA;;
1658824560399.jpg;50.8829845 5.6731907 116.0 1.42;508.829.845;56.731.907;116;1.42;720;37;3;N;;;;;;Sauzen;La william;NA;;NA;;
1658824751012.jpg;50.8824883 5.6734483 100.8 2.083;508.824.883;56.734.483;100.8;2.083;721;37;4;N;;;;;1;;Monster;4c;4;1;E;
1658824751012.jpg;50.8824883 5.6734483 100.8 2.083;508.824.883;56.734.483;100.8;2.083;721;37;4;N;;;;;2;Magnum, cornetto, racket, solero;Ola;5;4;13;E;
1658825135088.jpg;50.8822883 5.6731917 110.5 1.566;508.822.883;56.731.917;110.5;1.566;722;37;6;N ;2;Lilo ;;;;Pizza, pasta, panini;Lilo grill house;9;4;13;E;
1658825153654.jpg;50.88233 5.6732017 109.4 1.62;5.088.233;56.732.017;109.4;1.62;723;37;6;N;2;Lilo ;;;;Paella, tortilla, tapas;Lilo grill house;ND;;ND;;
1658825177095.jpg;50.8823943 5.6731635 108.0 2.016;508.823.943;56.731.635;108;2.016;724;37;6;N;2;Lilo ;;;1;Friet, hamburger;Lilo grill house;9;4;13;E;
1658825177095.jpg;50.8823943 5.6731635 108.0 2.016;508.823.943;56.731.635;108;2.016;724;37;7;N;;;;;2;;Takeaway.com;NA;;NA;;
1658825193705.jpg;50.8824117 5.6731317 105.6 1.46;508.824.117;56.731.317;105.6;1.46;725;37;6;N;2;Lilo ;;;1;Pizza;Lilo grill house;9;4;13;E;
1658825193705.jpg;50.8824117 5.6731317 105.6 1.46;508.824.117;56.731.317;105.6;1.46;725;37;7;N;;;;;2;;Takeaway.com;NA;;NA;;
1658825211370.jpg;50.8824367 5.6730968 104.1 1.58;508.824.367;56.730.968;104.1;1.58;726;37;6;N;2;Lilo ;;;1;Paella, tortilla, tapas;Lilo grill house;ND;;ND;;
1658825211370.jpg;50.8824367 5.6730968 104.1 1.58;508.824.367;56.730.968;104.1;1.58;726;37;7;N;;;;;2;;Takeaway.com;NA;;NA;;
1658825226837.jpg;50.8824623 5.6730254 105.2 2.166;508.824.623;56.730.254;105.2;2.166;727;37;6;N;2;Lilo ;;;;Tajine, couscous, pastilla ;Lilo grill house;ND;;ND;;
1658825247683.jpg;50.8825302 5.6730011 110.1 1.766;508.825.302;56.730.011;110.1;1.766;728;37;6;N ;2;Lilo ;;;;Pizza, pasta, panini;Lilo grill house;9;4;13;E;
1658841714607.jpg;50.9232783 5.6905059 84.6 1.02;509.232.783;56.905.059;84.6;1.02;729;38;4;N;;;;;;;Broodautomaat;11;3;4;A;
1658841823598.jpg;50.9231599 5.6917272 79.2 2.48;509.231.599;56.917.272;79.2;2.48;730;38;4;N;;;;;;Ontbijt, vers brood;Louis delhaize;11;3;4;A;
1658841847231.jpg;50.92316 5.691735 79.1 2.2;5.092.316;5.691.735;79.1;2.2;731;38;4;N;;;;;;Lunch;Louis delhaize;NA;;NA;;
1658823292909.jpg;51.0462667 3.7163117 56.800000000000004 1.833;510.462.667;37.163.117;56.800.000.000.000.000;1.833;732;39;7;N;;;;;1;;Lambert;NA;;NA;;
1658823292909.jpg;51.0462667 3.7163117 56.800000000000004 1.833;510.462.667;37.163.117;56.800.000.000.000.000;1.833;732;39;9;N;1;Jupiler stier;;;2;;Jupiler;A;5;A;;
1658823292909.jpg;51.0462667 3.7163117 56.800000000000004 1.833;510.462.667;37.163.117;56.800.000.000.000.000;1.833;732;39;9;N;;;;;3;;Duvel;A;5;A;;
1658823292909.jpg;51.0462667 3.7163117 56.800000000000004 1.833;510.462.667;37.163.117;56.800.000.000.000.000;1.833;732;39;9;N;;;;;4;;Duvel;A;5;A;;
1658823292909.jpg;51.0462667 3.7163117 56.800000000000004 1.833;510.462.667;37.163.117;56.800.000.000.000.000;1.833;732;39;9;N;;;;;5;Trappist;Westmalle;A;5;A;;
1658823292909.jpg;51.0462667 3.7163117 56.800000000000004 1.833;510.462.667;37.163.117;56.800.000.000.000.000;1.833;732;39;9;N;;;;;6;;Stella artois;A;5;A;;
1658823323566.jpg;51.0462246 3.7161967 60.7 2.216;510.462.246;37.161.967;60.7;2.216;734;39;9;N;1;Jupiler stier;;;1;;Jupiler;A;5;A;;
1658823323566.jpg;51.0462246 3.7161967 60.7 2.216;510.462.246;37.161.967;60.7;2.216;734;39;9;N;;;;;2;;Omer;A;5;A;;
1658823323566.jpg;51.0462246 3.7161967 60.7 2.216;510.462.246;37.161.967;60.7;2.216;734;39;9;N;;;;;3;;Omer;A;5;A;;
1658823323566.jpg;51.0462246 3.7161967 60.7 2.216;510.462.246;37.161.967;60.7;2.216;734;39;9;N;;;;;4;;Duvel;A;5;A;;
1658823335059.jpg;51.0462383 3.7161883 60.7 1.86;510.462.383;37.161.883;60.7;1.86;735;39;7;N;;;;;1;;Lambert;NA;;NA;;
1658823335059.jpg;51.0462383 3.7161883 60.7 1.86;510.462.383;37.161.883;60.7;1.86;735;39;9;N;6;Voetbalteam Belgie;;;2;;Jupiler;A;5;A;;
1658823350303.jpg;51.0462209 3.7161834 56.7 1.8;510.462.209;37.161.834;56.7;1.8;736;39;9;N;;;;;1;Tripel dï¿½ï¿½ï;De Koninck;A;5;A;;
1658823350303.jpg;51.0462209 3.7161834 56.7 1.8;510.462.209;37.161.834;56.7;1.8;736;39;9;N;;;;;2;;De Koninck;A;5;A;;
1658823350303.jpg;51.0462209 3.7161834 56.7 1.8;510.462.209;37.161.834;56.7;1.8;736;39;9;N;1;Jupiler stier;;;3;;Jupiler;A;5;A;;
1658823350303.jpg;51.0462209 3.7161834 56.7 1.8;510.462.209;37.161.834;56.7;1.8;736;39;9;N;;;;;4;;Duvel;A;5;A;;
1658823377501.jpg;51.0461544 3.7161829 58.400000000000006 1.75;510.461.544;37.161.829;58.400.000.000.000.000;1.75;737;39;9;N;1;robot;;;1;Bier;De robot;A;5;A;;
1658823377501.jpg;51.0461544 3.7161829 58.400000000000006 1.75;510.461.544;37.161.829;58.400.000.000.000.000;1.75;737;39;7;N;1;robot;;;2;Fast food;De robot;NA;;NA;;
1658823392515.jpg;51.0461054 3.7161836 63.900000000000006 1.88;510.461.054;37.161.836;63.900.000.000.000.000;1.88;738;39;9;N;;;;;;;Primus;A;5;A;;
1658823606018.jpg;51.0457383 3.7186208 49.2 2.133;510.457.383;37.186.208;49.2;2.133;739;39;1;Y;;;;;;Limonata, aranciata rossa, aranoata;Sanpellegrino ;4d;4;1;E;
1658823622003.jpg;51.0457453 3.7186702 46.800000000000004 1.9;510.457.453;37.186.702;46.800.000.000.000.000;1.9;740;39;1;Y;;;;;;Limonata, aranciata rossa, aranoata;Sanpellegrino ;4d;4;1;E;
1658827549910.jpg;51.0520419 3.7177843 58.400000000000006 1.94;510.520.419;37.177.843;58.400.000.000.000.000;1.94;741;40;9;N;1;Delirium olifant;;;;;Delirium;A;5;A;;
1658827560738.jpg;51.052035 3.7178018 56.6 1.8;51.052.035;37.178.018;56.6;1.8;742;40;9;N;1;Delirium olifant;;;1;;Delirium;A;5;A;;
1658827560738.jpg;51.052035 3.7178018 56.6 1.8;51.052.035;37.178.018;56.6;1.8;742;40;9;N;;;;;2;;Duvel;A;5;A;;
1658827675851.jpg;51.0525503 3.7177462 49.1 1.86;510.525.503;37.177.462;49.1;1.86;743;40;6;N;;;;;1;Belegde broodjes, panini;;9;4;ND;;
1658827675851.jpg;51.0525503 3.7177462 49.1 1.86;510.525.503;37.177.462;49.1;1.86;743;40;6;N;;;;;2;Koeken, croissants;;2;4;13;E;
1658827740653.jpg;51.0530814 3.7179012 61.400000000000006 1.98;510.530.814;37.179.012;61.400.000.000.000.000;1.98;744;40;5;N;;;;;;Chocolade;Fauve;NA;;NA;;
1658827879763.jpg;51.053867 3.7181468 71.5 2.06;51.053.867;37.181.468;71.5;2.06;745;40;7;N;;;;;;;Indian curry house;NA;;NA;;
1658827891495.jpg;51.0538667 3.7181467 71.5 2.233;510.538.667;37.181.467;71.5;2.233;746;40;7;N;;;;;;;Indian curry house;NA;;NA;;
1658827935028.jpg;51.0539165 3.7183492 61.5 2.15;510.539.165;37.183.492;61.5;2.15;747;40;6;N;;;;;1;Koffie;;4e;1;1;F;
1658827935028.jpg;51.0539165 3.7183492 61.5 2.15;510.539.165;37.183.492;61.5;2.15;747;40;6;N;;;;;2;Patisserie, delicatessen ;;2;4;13;E;
1658827935028.jpg;51.0539165 3.7183492 61.5 2.15;510.539.165;37.183.492;61.5;2.15;747;40;6;N;;;;;3;Belegde broodjes, quiche, bereide gerechten;;9;4;ND;;
1658827935028.jpg;51.0539165 3.7183492 61.5 2.15;510.539.165;37.183.492;61.5;2.15;747;40;6;N;;;;;4;Brood;;11;3;4;A;
1658827947500.jpg;51.0538928 3.7183732 57.7 2.24;510.538.928;37.183.732;57.7;2.24;748;40;9;N;;;;;1;;Nona;A;5;A;;
1658827947500.jpg;51.0538928 3.7183732 57.7 2.24;510.538.928;37.183.732;57.7;2.24;748;40;6;N;;;;;2;Snoep;Alice;1;4;13;E;
1658827960169.jpg;51.0538548 3.7184163 56.2 1.866;510.538.548;37.184.163;56.2;1.866;749;40;9;N;1;Jupiler stier;;;1;;Jupiler;A;5;A;;
1658827960169.jpg;51.0538548 3.7184163 56.2 1.866;510.538.548;37.184.163;56.2;1.866;749;40;9;N;;;;;2;;Jupiler;A;5;A;;
1658828449030.jpg;51.0527972 3.7196715 48.1 2.8;510.527.972;37.196.715;48.1;2.8;750;40;6;N;;;;;;Lunch- & tearoom;Alice;NA;;NA;;
1658828701291.jpg;51.0521819 3.7197117 56.2 2.08;510.521.819;37.197.117;56.2;2.08;751;40;3;N;;;;;1;;Rombouts;NA;;NA;;
1658828701291.jpg;51.0521819 3.7197117 56.2 2.08;510.521.819;37.197.117;56.2;2.08;751;40;6;N;;;;;2;Mosselen;;13;1;11;B;
1658828701291.jpg;51.0521819 3.7197117 56.2 2.08;510.521.819;37.197.117;56.2;2.08;751;40;6;N;;;;;3;Stoverij;;14;4;12;D;
1658828701291.jpg;51.0521819 3.7197117 56.2 2.08;510.521.819;37.197.117;56.2;2.08;751;40;6;N;;;;;4;Prepare;;14;4;12;E;
1658828714260.jpg;51.0522313 3.7197808 56.7 2.033;510.522.313;37.197.808;56.7;2.033;752;40;9;N;;;;;;;Omer;A;5;A;;
1658828728631.jpg;51.0521881 3.7197741 57.7 2.583;510.521.881;37.197.741;57.7;2.583;753;40;6;N;;;;;1;Bitterballen, croqueï¿½ï¿½ï¿½ï¿½ï¿½ï;Sorelle;9;4;13;E;
1658828728631.jpg;51.0521881 3.7197741 57.7 2.583;510.521.881;37.197.741;57.7;2.583;753;40;6;N;;;;;2;Olijven;Sorelle;16;3;2;C;
1658828728631.jpg;51.0521881 3.7197741 57.7 2.583;510.521.881;37.197.741;57.7;2.583;753;40;9;N;;;;;3;;Omer;A;5;A;;
1658828760628.jpg;51.0522404 3.7199387 54.900000000000006 2.54;510.522.404;37.199.387;54.900.000.000.000.000;2.54;754;40;6;N;;;;;;Ijs ;Nonno;5;4;13;E;
1658828771039.jpg;51.0522239 3.71992 52.900000000000006 2.6;510.522.239;371.992;52.900.000.000.000.000;2.6;755;40;7;N;;;;;1;;Jacqueline;NA;;NA;;
1658828771039.jpg;51.0522239 3.71992 52.900000000000006 2.6;510.522.239;371.992;52.900.000.000.000.000;2.6;755;40;9;N;;;;;2;;Omer;A;5;A;;
1658828784977.jpg;51.052225 3.719915 53.0 2.766;51.052.225;3.719.915;53;2.766;756;40;9;N;;;;;;;Duvel;A;5;A;;
1658828803344.jpg;51.0522057 3.720124 56.0 2.583;510.522.057;3.720.124;56;2.583;757;40;6;N;;;;;;;Balls & glory;9;4;13;E;
1658828816847.jpg;51.0521365 3.7201552 55.400000000000006 2.266;510.521.365;37.201.552;55.400.000.000.000.000;2.266;758;40;6;N;;;1;Discover balls & glory seasonals;;Pork & bernaise ;Balls & glory;9;4;13;E;
1658828841279.jpg;51.052201 3.720392 57.1 2.55;51.052.201;3.720.392;57.1;2.55;759;40;7;N;;;;;;Thai street food;Pitaya ;NA;;NA;;
1658828857652.jpg;51.0522123 3.7204618 54.900000000000006 2.44;510.522.123;37.204.618;54.900.000.000.000.000;2.44;760;40;7;N;;;;;;Thai street food;Pitaya ;NA;;NA;;
1658828876942.jpg;51.0522317 3.7204617 54.400000000000006 1.916;510.522.317;37.204.617;54.400.000.000.000.000;1.916;761;40;6;N;;;;;;Thai street food;Pitaya ;9;4;ND;;
